number,name,unigene,ligandid,ligandname,smiles,cas,nsc,hotligand,species,source,kinote,kival,reference,link
41619,5-HT7,HTR7,1298,N-DESMETHYLCLOZAPINE,C1CN(CCN1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,2820,,3H-LSD,HUMAN,CLONED,,60.1,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41620,5-HT2B,HTR2B,1298,N-DESMETHYLCLOZAPINE,C1CN(CCN1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,2820,,3H-LSD,HUMAN,CLONED,,2.8,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41668,5-HT1A,HTR1A,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-8-OH-DPAT,HUMAN,CLONED,,53.6,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41669,5-HT1B,HTR1B,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-GR-125743,HUMAN,CLONED,,5.2,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41670,5-HT1E,HTR1E,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-5HT,HUMAN,CLONED,,37.4,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41671,5-HT2A,HTR2A,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-KETANSERIN,HUMAN,CLONED,,0.3,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41672,5-HT2C,HTR2C,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-MESULERGINE,RAT,CLONED,,0.8,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41673,5-HT3,HTR3A,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-ZACOPRIDE,HUMAN,CLONED,,447.6,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41675,5-HT6,HTR6,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-LSD,HUMAN,CLONED,,1.4,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
41676,5-HT7,HTR7,1422,ORG-5222,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,163091,,3H-LSD,HUMAN,CLONED,,0.9,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php
45667,5-HT1A,HTR1A,6558,"(5aS,8R,9R,11aS)-9-(4-bromophenyl)-8-methylhexahydro-1H-pyrido[1,2-a]pyrrolo[1,2-d]pyrazine-5,11(5aH,11aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45668,5-HT1A,HTR1A,6551,"(3R,4R,6aS,9R,10R,12aS)-4,10-bis(4-(furan-2-yl)phenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45669,5-HT1A,HTR1A,6554,PL-3-016,,,,3H-8-OH-DPAT,HUMAN,CLONED,,1760.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45670,5-HT1A,HTR1A,6533,"(2S,5R,6R)-6-(4-(furan-2-yl)phenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-8-OH-DPAT,HUMAN,CLONED,,7308.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45671,5-HT1A,HTR1A,6562,PL-3-025,,,,3H-8-OH-DPAT,HUMAN,CLONED,,2150.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45672,5-HT1A,HTR1A,6561,PL-3-048-4,,,,3H-8-OH-DPAT,HUMAN,CLONED,,5000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45673,5-HT1A,HTR1A,6555,PL-3-017,,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45674,5-HT1A,HTR1A,6559,"(3S,6S,7S,9aS)-3-isopropyl-6-(3-methoxyphenyl)-2,7-dimethylhexahydro-1H-pyrido[1,2-a]pyrazine-1,4(6H)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,,7049.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45675,5-HT1A,HTR1A,6535,"(2S,5S,6S)-5-methyl-6-(3-(2-oxopyrrolidin-1-yl)phenyl)piperidine-2-carboxylic acid",,,,3H-8-OH-DPAT,HUMAN,CLONED,,2790.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45676,5-HT1A,HTR1A,6554,PL-3-016,,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45677,5-HT1A,HTR1A,6556,"(3R,4R,6aS,9R,10R,12aS)-4-(3-bromophenyl)-3,9-dimethyl-10-(3-morpholinophenyl)octahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45678,5-HT1A,HTR1A,6550,"(3S,4S,7S,8S,9aS,10aS)-4,8-Bis-(3-methoxy-phenyl)-3,7-dimethyl-octahydro-4a,8a-diaza-anthraquinone",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45679,5-HT1A,HTR1A,6553,"N,N'-(4,4'-((3R,4R,6aS,9R,10R,12aS)-3,9-dimethyl-6,12-dioxododecahydrodipyrido[1,2-a:1',2'-d]pyrazine-4,10-diyl)bis(4,1-phenylene))diacetamide",,,,3H-8-OH-DPAT,HUMAN,CLONED,,2546.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45680,5-HT1A,HTR1A,6552,"(3S,4S,6aS,9S,10S,12aS)-3,9-dimethyl-4,10-bis(3-(2-oxopyrrolidin-1-yl)phenyl)octahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,,3275.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45681,5-HT1A,HTR1A,6552,"(3S,4S,6aS,9S,10S,12aS)-3,9-dimethyl-4,10-bis(3-(2-oxopyrrolidin-1-yl)phenyl)octahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45682,5-HT1A,HTR1A,6560,"(3R,4R,6aS,9S,10S,12aS)-4-(4-(furan-2-yl)phenyl)-3,9-dimethyl-10-(3-(2-oxopyrrolidin-1-yl)phenyl)octahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,,4274.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45683,5-HT1A,HTR1A,6542,"(1S,3S)-1-(3,4,5-trimethoxyphenyl)-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-3-carboxylic acid",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45684,5-HT1A,HTR1A,6534,"(2S,5S,6S)-6-(4-(3-(dimethylamino)prop-1-ynyl)phenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45685,5-HT1A,HTR1A,6548,"(3R,4R,6aS,9R,10R,12aS)-4,10-bis(4-(3-methoxyprop-1-ynyl)phenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45686,5-HT1A,HTR1A,6547,"(3R,4R,6aS,9R,10R,12aS)-4,10-bis(3-bromophenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45687,5-HT1A,HTR1A,6546,"(3S,4S,6aS,9S,10S,12aS)-4,10-bis(2-bromophenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45688,5-HT1A,HTR1A,6545,"(3S,4S,6aS,9S,10S,12aS)-4,10-bis(4-(3-(dimethylamino)prop-1-ynyl)phenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,,597.9,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45689,5-HT1A,HTR1A,6536,"(2S,5R,6R)-6-(4-acetamidophenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45690,5-HT1A,HTR1A,6543,"(2S,5S,6S)-6-(3-allylphenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45691,5-HT1A,HTR1A,6557,"(3S,4S,6aS,9S,10S,12aS)-4-(2-bromophenyl)-10-(4-(3-(dimethylamino)prop-1-ynyl)phenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,,165.3,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45692,5-HT1A,HTR1A,6541,"(1R,3S)-1-phenyl-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-3-carboxylic acid",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45693,5-HT1A,HTR1A,6540,"(2S,5R,6R)-6-(4'-methoxybiphenyl-2-yl)-5-methylpiperidine-2-carboxylic acid",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45694,5-HT1A,HTR1A,6539,"(2S,5S,6S)-6-(3-methoxyphenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45695,5-HT1A,HTR1A,6538,"(2S,5R,6R)-6-(4-(3-methoxyprop-1-ynyl)phenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-8-OH-DPAT,HUMAN,CLONED,,1382.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45696,5-HT1A,HTR1A,6537,"(2S,5R,6R)-5-methyl-6-(3-morpholinophenyl)piperidine-2-carboxylic acid",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45697,5-HT1A,HTR1A,6549,"(3S,4S,6aS,9S,10S,12aS)-4,10-bis(3-allylphenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45698,5-HT1A,HTR1A,6544,"(3R,4R,6aS,9R,10R,12aS)-3,9-dimethyl-4,10-bis(3-morpholinophenyl)octahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,,1774.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45699,5-HT1A,HTR1A,6552,"(3S,4S,6aS,9S,10S,12aS)-3,9-dimethyl-4,10-bis(3-(2-oxopyrrolidin-1-yl)phenyl)octahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-8-OH-DPAT,HUMAN,CLONED,,63.46,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45700,5-HT1B,HTR1B,6562,PL-3-025,,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45701,5-HT1B,HTR1B,6544,"(3R,4R,6aS,9R,10R,12aS)-3,9-dimethyl-4,10-bis(3-morpholinophenyl)octahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45702,5-HT1B,HTR1B,6543,"(2S,5S,6S)-6-(3-allylphenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45703,5-HT1B,HTR1B,6542,"(1S,3S)-1-(3,4,5-trimethoxyphenyl)-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-3-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45704,5-HT1B,HTR1B,6540,"(2S,5R,6R)-6-(4'-methoxybiphenyl-2-yl)-5-methylpiperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45705,5-HT1B,HTR1B,6538,"(2S,5R,6R)-6-(4-(3-methoxyprop-1-ynyl)phenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45706,5-HT1B,HTR1B,6536,"(2S,5R,6R)-6-(4-acetamidophenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45707,5-HT1B,HTR1B,6548,"(3R,4R,6aS,9R,10R,12aS)-4,10-bis(4-(3-methoxyprop-1-ynyl)phenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45708,5-HT1B,HTR1B,6534,"(2S,5S,6S)-6-(4-(3-(dimethylamino)prop-1-ynyl)phenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45709,5-HT1B,HTR1B,6539,"(2S,5S,6S)-6-(3-methoxyphenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45710,5-HT1B,HTR1B,6535,"(2S,5S,6S)-5-methyl-6-(3-(2-oxopyrrolidin-1-yl)phenyl)piperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45711,5-HT1B,HTR1B,6545,"(3S,4S,6aS,9S,10S,12aS)-4,10-bis(4-(3-(dimethylamino)prop-1-ynyl)phenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-GR-125743,HUMAN,CLONED,,8213.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45712,5-HT1B,HTR1B,6537,"(2S,5R,6R)-5-methyl-6-(3-morpholinophenyl)piperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45713,5-HT1B,HTR1B,6558,"(5aS,8R,9R,11aS)-9-(4-bromophenyl)-8-methylhexahydro-1H-pyrido[1,2-a]pyrrolo[1,2-d]pyrazine-5,11(5aH,11aH)-dione",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45714,5-HT1B,HTR1B,6549,"(3S,4S,6aS,9S,10S,12aS)-4,10-bis(3-allylphenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45715,5-HT1B,HTR1B,6560,"(3R,4R,6aS,9S,10S,12aS)-4-(4-(furan-2-yl)phenyl)-3,9-dimethyl-10-(3-(2-oxopyrrolidin-1-yl)phenyl)octahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45716,5-HT1B,HTR1B,6557,"(3S,4S,6aS,9S,10S,12aS)-4-(2-bromophenyl)-10-(4-(3-(dimethylamino)prop-1-ynyl)phenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45717,5-HT1B,HTR1B,6555,PL-3-017,,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45718,5-HT1B,HTR1B,6554,PL-3-016,,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45719,5-HT1B,HTR1B,6553,"N,N'-(4,4'-((3R,4R,6aS,9R,10R,12aS)-3,9-dimethyl-6,12-dioxododecahydrodipyrido[1,2-a:1',2'-d]pyrazine-4,10-diyl)bis(4,1-phenylene))diacetamide",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45720,5-HT1B,HTR1B,6552,"(3S,4S,6aS,9S,10S,12aS)-3,9-dimethyl-4,10-bis(3-(2-oxopyrrolidin-1-yl)phenyl)octahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45721,5-HT1B,HTR1B,6551,"(3R,4R,6aS,9R,10R,12aS)-4,10-bis(4-(furan-2-yl)phenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45722,5-HT1B,HTR1B,6550,"(3S,4S,7S,8S,9aS,10aS)-4,8-Bis-(3-methoxy-phenyl)-3,7-dimethyl-octahydro-4a,8a-diaza-anthraquinone",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45723,5-HT1B,HTR1B,6561,PL-3-048-4,,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45724,5-HT1B,HTR1B,6559,"(3S,6S,7S,9aS)-3-isopropyl-6-(3-methoxyphenyl)-2,7-dimethylhexahydro-1H-pyrido[1,2-a]pyrazine-1,4(6H)-dione",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45725,5-HT1B,HTR1B,6546,"(3S,4S,6aS,9S,10S,12aS)-4,10-bis(2-bromophenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45726,5-HT1B,HTR1B,6547,"(3R,4R,6aS,9R,10R,12aS)-4,10-bis(3-bromophenyl)-3,9-dimethyloctahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45727,5-HT1B,HTR1B,6541,"(1R,3S)-1-phenyl-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-3-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45728,5-HT1B,HTR1B,6533,"(2S,5R,6R)-6-(4-(furan-2-yl)phenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45729,5-HT1B,HTR1B,6556,"(3R,4R,6aS,9R,10R,12aS)-4-(3-bromophenyl)-3,9-dimethyl-10-(3-morpholinophenyl)octahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45730,5-HT1D,HTR1D,6535,"(2S,5S,6S)-5-methyl-6-(3-(2-oxopyrrolidin-1-yl)phenyl)piperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45731,5-HT1D,HTR1D,6534,"(2S,5S,6S)-6-(4-(3-(dimethylamino)prop-1-ynyl)phenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45732,5-HT1D,HTR1D,6537,"(2S,5R,6R)-5-methyl-6-(3-morpholinophenyl)piperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45733,5-HT1D,HTR1D,6538,"(2S,5R,6R)-6-(4-(3-methoxyprop-1-ynyl)phenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45734,5-HT1D,HTR1D,6539,"(2S,5S,6S)-6-(3-methoxyphenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45735,5-HT1D,HTR1D,6543,"(2S,5S,6S)-6-(3-allylphenyl)-5-methylpiperidine-2-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45736,5-HT1D,HTR1D,6544,"(3R,4R,6aS,9R,10R,12aS)-3,9-dimethyl-4,10-bis(3-morpholinophenyl)octahydrodipyrido[1,2-a:1',2'-d]pyrazine-6,12(6aH,12aH)-dione",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
45737,5-HT1D,HTR1D,6542,"(1S,3S)-1-(3,4,5-trimethoxyphenyl)-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-3-carboxylic acid",,,,3H-GR-125743,HUMAN,CLONED,>,10000.0,"Dandapani S, et al., 2006",http://pubs3.acs.org/acs/journals/doilookup?in_doi=10.1021/jo061758p
